date,time,run_by,nruns,system,species,scenario,Item,Group,Mean,StDev,Min,Q1,Median,Q3,Max
2023-08-29,14:35,AL,10000,CLM,S,Current,Growth out,Male Combined,7581940.01851494,549161.384716452,5849242.89892198,7191679.64593479,7559617.23333533,7947328.92241294,9588523.07727029
2023-08-29,14:35,AL,10000,CLM,S,Current,Deaths,Neonatal Female,1028878.69502456,290837.338738244,406918.40191811,807104.268442935,1014291.03049567,1230427.86917338,2094129.32292565
2023-08-29,14:35,AL,10000,CLM,S,Current,Deaths,Neonatal Male,1028878.69502456,290837.338738244,406918.40191811,807104.268442935,1014291.03049567,1230427.86917338,2094129.32292565
2023-08-29,14:35,AL,10000,CLM,S,Current,Deaths,Juvenile Female,397570.286162541,168156.623380061,122250.345266816,265293.306975915,371674.971473873,507919.632806514,975429.240386579
2023-08-29,14:35,AL,10000,CLM,S,Current,Deaths,Juvenile Male,305051.715287293,130259.06592718,92058.079517517,202940.974632888,284338.590215934,389735.507377466,764883.690796108
2023-08-29,14:35,AL,10000,CLM,S,Current,Deaths,Adult Female,882827.749217588,294526.388641937,316625.384088861,645819.572748562,856696.654847796,1089874.00685143,1711555.48081261
2023-08-29,14:35,AL,10000,CLM,S,Current,Deaths,Adult Male,241741.157972207,89180.5685206596,73736.8452149782,171393.915332814,232953.894492231,305177.836636727,495378.457285269
2023-08-29,14:35,AL,10000,CLM,S,Current,Deaths,Overall,3884948.29868875,722921.738518675,2063689.82889629,3348970.00380461,3842754.57527168,4371943.39906624,7242916.92379875
2023-08-29,14:35,AL,10000,CLM,S,Current,Deaths,Neonatal Combined,2057757.39004912,581674.677476488,813836.803836219,1614208.53688587,2028582.06099133,2460855.73834675,4188258.6458513
2023-08-29,14:35,AL,10000,CLM,S,Current,Deaths,Juvenile Combined,702622.001449835,298395.180774275,214308.424784333,468248.890305776,656094.302687573,897621.404968034,1737383.98802706
2023-08-29,14:35,AL,10000,CLM,S,Current,Deaths,Adult Combined,1124568.90718979,311841.649838926,482617.549307408,885092.841068692,1094105.76972939,1334627.05345853,2029250.45248032
2023-08-29,14:35,AL,10000,CLM,S,Current,Deaths,Female Combined,2309276.73040469,445818.573899397,1186003.2121884,1979993.50836001,2284693.79782274,2604728.73408334,4171418.99625427
2023-08-29,14:35,AL,10000,CLM,S,Current,Deaths,Male Combined,1575671.56828406,330425.136544757,648054.001350446,1330702.19848894,1558568.55393312,1792224.20974814,3071497.92754448
2023-08-29,14:35,AL,10000,CLM,S,Current,Offtakes,Neonatal Female,0,0,0,0,0,0,0
2023-08-29,14:35,AL,10000,CLM,S,Current,Offtakes,Neonatal Male,0,0,0,0,0,0,0
2023-08-29,14:35,AL,10000,CLM,S,Current,Offtakes,Juvenile Female,-142536.712665759,6841.42000940742,-167934.111612746,-147198.90242183,-142418.352388466,-137715.569413222,-117023.548338221
2023-08-29,14:35,AL,10000,CLM,S,Current,Offtakes,Juvenile Male,445510.239249837,24731.7820880338,356711.778276171,427959.745061435,444819.797722113,462264.186388501,538554.097310156
2023-08-29,14:35,AL,10000,CLM,S,Current,Offtakes,Adult Female,-1079714.44902216,10002.2636679602,-1105172.11636997,-1087357.05256925,-1080619.46514469,-1072980.52038479,-1046344.23412154
2023-08-29,14:35,AL,10000,CLM,S,Current,Offtakes,Adult Male,995487.423434599,14928.613327109,936613.697561444,985542.683543631,995917.982820942,1005801.71641567,1046093.51074721
2023-08-29,14:35,AL,10000,CLM,S,Current,Offtakes,Overall,218746.500996513,28696.9948053037,119181.769869837,198971.365916834,218092.818205284,237840.619492397,328021.07510033
2023-08-29,14:35,AL,10000,CLM,S,Current,Offtakes,Neonatal Combined,0,0,0,0,0,0,0
2023-08-29,14:35,AL,10000,CLM,S,Current,Offtakes,Juvenile Combined,302973.526584078,17962.2756894648,239688.229937949,290151.190211343,302378.300614046,315069.686652409,370619.98569741
2023-08-29,14:35,AL,10000,CLM,S,Current,Offtakes,Adult Combined,-84227.025587565,15240.393348486,-139142.993735742,-94756.8024582001,-84550.1455005746,-73963.0154203461,-32386.4125570672
2023-08-29,14:35,AL,10000,CLM,S,Current,Offtakes,Female Combined,-1222251.16168792,14075.3749233592,-1266817.48136127,-1232103.41620635,-1222658.25068782,-1212634.95860507,-1168134.48482357
2023-08-29,14:35,AL,10000,CLM,S,Current,Offtakes,Male Combined,1440997.66268444,37265.4756488466,1294642.11005636,1415094.31319082,1440557.5935767,1465807.68821089,1570298.2067951
2023-08-29,14:35,AL,10000,CLM,S,Current,Culls,Neonatal Female,0,0,0,0,0,0,0
2023-08-29,14:35,AL,10000,CLM,S,Current,Culls,Neonatal Male,0,0,0,0,0,0,0
2023-08-29,14:35,AL,10000,CLM,S,Current,Culls,Juvenile Female,0,0,0,0,0,0,0
2023-08-29,14:35,AL,10000,CLM,S,Current,Culls,Juvenile Male,0,0,0,0,0,0,0
2023-08-29,14:35,AL,10000,CLM,S,Current,Culls,Adult Female,1687053.82659713,15628.5369811878,1634912.86581491,1676532.06310124,1688467.91428858,1698995.39463946,1726831.43182807
2023-08-29,14:35,AL,10000,CLM,S,Current,Culls,Adult Male,858178.813305688,12869.4942475078,807425.601346072,849605.761675544,858549.985190466,867070.445185923,901804.750644144
2023-08-29,14:35,AL,10000,CLM,S,Current,Culls,Overall,2545232.63990282,23064.3549600844,2454339.90324337,2529880.76605338,2545918.08883717,2561375.40942717,2624303.87831049
2023-08-29,14:35,AL,10000,CLM,S,Current,Culls,Neonatal Combined,0,0,0,0,0,0,0
2023-08-29,14:35,AL,10000,CLM,S,Current,Culls,Juvenile Combined,0,0,0,0,0,0,0
2023-08-29,14:35,AL,10000,CLM,S,Current,Culls,Adult Combined,2545232.63990282,23064.3549600844,2454339.90324337,2529880.76605338,2545918.08883717,2561375.40942717,2624303.87831049
2023-08-29,14:35,AL,10000,CLM,S,Current,Culls,Female Combined,1687053.82659713,15628.5369811878,1634912.86581491,1676532.06310124,1688467.91428858,1698995.39463946,1726831.43182807
2023-08-29,14:35,AL,10000,CLM,S,Current,Culls,Male Combined,858178.813305688,12869.4942475078,807425.601346072,849605.761675544,858549.985190466,867070.445185923,901804.750644144
2023-08-29,14:35,AL,10000,CLM,S,Current,Sum,Neonatal Female,11480059.5213149,1170029.740672,8445070.1457506,10644610.2398358,11426474.7321405,12253329.3554092,15710653.0589214
2023-08-29,14:35,AL,10000,CLM,S,Current,Sum,Neonatal Male,11480059.5213149,1170029.740672,8445070.1457506,10644610.2398358,11426474.7321405,12253329.3554092,15710653.0589214
2023-08-29,14:35,AL,10000,CLM,S,Current,Sum,Juvenile Female,8773334.22711662,570826.41458011,7014093.70657542,8366687.9571982,8748823.05230588,9151591.99001339,10997279.2235392
2023-08-29,14:35,AL,10000,CLM,S,Current,Sum,Juvenile Male,8332501.97305207,586323.851006131,6510404.09231195,7918295.5613426,8306403.9669043,8722973.61243991,10572103.6316208
2023-08-29,14:35,AL,10000,CLM,S,Current,Sum,Adult Female,5499012.17051702,344506.503228001,4489324.07856269,5244601.18646334,5478605.28264658,5728468.99899903,6949868.38607834
2023-08-29,14:35,AL,10000,CLM,S,Current,Sum,Adult Male,5167891.80333206,205864.574440415,4499294.22654334,5022413.35846762,5161231.5949607,5305612.11747332,6020212.73674035
2023-08-29,14:35,AL,10000,CLM,S,Current,Sum,Overall,50732859.2166476,3713702.55276885,41044924.5081669,48036990.8847536,50574972.1999846,53200271.8207647,64381378.7199627
2023-08-29,14:35,AL,10000,CLM,S,Current,Sum,Neonatal Combined,22960119.0426298,2340059.481344,16890140.2915012,21289220.4796716,22852949.464281,24506658.7108184,31421306.1178428
2023-08-29,14:35,AL,10000,CLM,S,Current,Sum,Juvenile Combined,17105836.2001687,1156922.24049887,13524497.7988874,16284236.8579471,17058363.2740298,17872232.2998337,21569382.85516
2023-08-29,14:35,AL,10000,CLM,S,Current,Sum,Adult Combined,10666903.9738491,484332.846060393,9049423.32184466,10324390.5387118,10651530.1944993,10987898.3847975,12840392.1094209
2023-08-29,14:35,AL,10000,CLM,S,Current,Sum,Female Combined,25752405.9189485,1852961.22546388,20922862.2319516,24418183.4159905,25679984.8417108,26988906.6186296,32595569.6052671
2023-08-29,14:35,AL,10000,CLM,S,Current,Sum,Male Combined,24980453.297699,1872521.59435652,20006088.6915503,23626845.9769033,24906601.9301267,26216366.4416143,31911293.6813804
2023-08-29,14:35,AL,10000,CLM,S,Current,Inflow,Neonatal Female,5941725.21639496,727626.702898142,4086514.15572575,5415926.24510401,5907583.67873863,6419389.10017541,8629047.37089655
2023-08-29,14:35,AL,10000,CLM,S,Current,Inflow,Neonatal Male,5941725.21639496,727626.702898142,4086514.15572575,5415926.24510401,5907583.67873863,6419389.10017541,8629047.37089655
2023-08-29,14:35,AL,10000,CLM,S,Current,Inflow,Juvenile Female,4509455.60989537,387313.452813689,3296360.36602858,4238101.97566132,4493844.58996028,4765516.46635181,5897257.37788713
2023-08-29,14:35,AL,10000,CLM,S,Current,Inflow,Juvenile Male,4509455.60989537,387313.452813689,3296360.36602858,4238101.97566132,4493844.58996028,4765516.46635181,5897257.37788713
2023-08-29,14:35,AL,10000,CLM,S,Current,Inflow,Adult Female,4008845.04372446,192414.937764584,3291287.29701247,3873250.38974686,4005516.1609256,4139969.13061396,4723146.88910848
2023-08-29,14:35,AL,10000,CLM,S,Current,Inflow,Adult Male,3072484.40861956,170564.014400233,2460081.22949083,2951446.51766507,3067722.74291112,3188028.87164483,3714166.1883459
2023-08-29,14:35,AL,10000,CLM,S,Current,Inflow,Overall,27983691.1049247,2509723.20266824,20771314.1444177,26188791.1395427,27866259.4947937,29665777.9632716,36923262.8144347
2023-08-29,14:35,AL,10000,CLM,S,Current,Inflow,Neonatal Combined,11883450.4327899,1455253.40579628,8173028.31145149,10831852.490208,11815167.3574773,12838778.2003508,17258094.7417931
2023-08-29,14:35,AL,10000,CLM,S,Current,Inflow,Juvenile Combined,9018911.21979075,774626.905627378,6592720.73205715,8476203.95132264,8987689.17992056,9531032.93270362,11794514.7557743
2023-08-29,14:35,AL,10000,CLM,S,Current,Inflow,Adult Combined,7081329.45234403,362289.414486753,5751368.5265033,6825867.61731892,7072574.39078303,7327208.78445575,8437313.07745438
2023-08-29,14:35,AL,10000,CLM,S,Current,Inflow,Female Combined,14460025.8700148,1260781.76346088,10833489.5763521,13556193.9849396,14398365.8084823,15304925.1579306,18915070.6075917
2023-08-29,14:35,AL,10000,CLM,S,Current,Inflow,Male Combined,13523665.2349099,1249109.04379435,9937824.56806556,12630073.5337246,13466741.6155221,14360237.6911149,18008192.2068429
2023-08-29,14:35,AL,10000,CLM,S,Current,Outflow,Neonatal Female,5538334.30491993,453563.872647822,4299490.08306229,5218973.25990107,5518092.06943957,5834198.40352896,7281814.8294926
2023-08-29,14:35,AL,10000,CLM,S,Current,Outflow,Neonatal Male,5538334.30491993,453563.872647822,4299490.08306229,5218973.25990107,5518092.06943957,5834198.40352896,7281814.8294926
2023-08-29,14:35,AL,10000,CLM,S,Current,Outflow,Juvenile Female,4263878.61722124,194272.966960879,3703254.5040038,4128050.64515949,4254170.5938827,4393129.84675471,5100021.84565204
2023-08-29,14:35,AL,10000,CLM,S,Current,Outflow,Juvenile Male,3823046.3631567,204203.067549519,3214043.72628337,3678131.92973275,3813984.14409506,3958964.43563104,4674846.25373368
2023-08-29,14:35,AL,10000,CLM,S,Current,Outflow,Adult Female,1490167.12679255,289273.888673571,933291.382900362,1256460.50684232,1464061.81031114,1693168.59744921,2305698.13246485
2023-08-29,14:35,AL,10000,CLM,S,Current,Outflow,Adult Male,2095407.39471249,74473.9929458214,1920010.202386,2038819.73141923,2089246.19530095,2147818.00497569,2337262.85465055
2023-08-29,14:35,AL,10000,CLM,S,Current,Outflow,Overall,22749168.1117229,1269175.94273743,19361570.820592,21842677.8578704,22697085.3241261,23586461.2836212,28008890.6882392
2023-08-29,14:35,AL,10000,CLM,S,Current,Outflow,Neonatal Combined,11076668.6098399,907127.745295643,8598980.16612458,10437946.5198021,11036184.1388791,11668396.8070579,14563629.6589852
2023-08-29,14:35,AL,10000,CLM,S,Current,Outflow,Juvenile Combined,8086924.98037794,397635.410716496,6924940.06405765,7806243.9681047,8068102.35757641,8351258.65949712,9774868.09938572
2023-08-29,14:35,AL,10000,CLM,S,Current,Outflow,Adult Combined,3585574.52150505,301819.311176393,2938579.96887978,3349039.45934784,3556283.85479393,3790808.93263524,4498974.31521898
2023-08-29,14:35,AL,10000,CLM,S,Current,Outflow,Female Combined,11292380.0489337,662216.310974689,9472284.541356,10815403.8148827,11259897.8258793,11732077.7336641,14131898.851571
2023-08-29,14:35,AL,10000,CLM,S,Current,Outflow,Male Combined,11456788.0627891,641551.480021184,9844930.95201916,10998341.6755039,11422682.3728169,11882052.0680006,13903101.4745375
2023-08-29,14:35,AL,10000,CLM,S,Current,Difference,Neonatal Female,403390.911475032,318358.314837915,-563050.722563938,178974.41307567,387296.922575186,611459.606087374,1580413.49326773
2023-08-29,14:35,AL,10000,CLM,S,Current,Difference,Neonatal Male,403390.911475032,318358.314837915,-563050.722563938,178974.41307567,387296.922575186,611459.606087374,1580413.49326773
2023-08-29,14:35,AL,10000,CLM,S,Current,Difference,Juvenile Female,245576.992674128,222855.55245967,-516123.897964764,86867.5386526041,236161.071993507,395361.361381519,1104770.624097
2023-08-29,14:35,AL,10000,CLM,S,Current,Difference,Juvenile Male,686409.246738677,199111.900185626,25964.506603663,543860.857675825,678253.538913952,821328.327987963,1453058.58166136
2023-08-29,14:35,AL,10000,CLM,S,Current,Difference,Adult Female,2518677.91693191,350315.644983453,1260026.03189291,2282853.86502392,2541551.11210976,2771020.52716123,3519989.37919175
2023-08-29,14:35,AL,10000,CLM,S,Current,Difference,Adult Male,977077.013907071,164002.116625674,345100.68563859,862549.022847282,975802.71570335,1085560.27725133,1561801.54511902
2023-08-29,14:35,AL,10000,CLM,S,Current,Difference,Overall,5234522.99320185,1423885.3903414,275068.45492755,4225032.10958301,5190118.60254681,6185956.01554537,10551728.1227814
2023-08-29,14:35,AL,10000,CLM,S,Current,Difference,Neonatal Combined,806781.822950064,636716.629675829,-1126101.44512788,357948.82615134,774593.845150372,1222919.21217475,3160826.98653547
2023-08-29,14:35,AL,10000,CLM,S,Current,Difference,Juvenile Combined,931986.239412806,421725.568342868,-490159.391361101,629260.825761128,915991.309975026,1216134.43700459,2557829.20575835
2023-08-29,14:35,AL,10000,CLM,S,Current,Difference,Adult Combined,3495754.93083898,458387.093102908,1751248.6659045,3185566.02201338,3503542.87683648,3815149.06135518,5055390.19724824
2023-08-29,14:35,AL,10000,CLM,S,Current,Difference,Female Combined,3167645.82108107,789136.801904628,404635.319517767,2616741.90787092,3153969.33478974,3696703.80689122,6069497.2419536
2023-08-29,14:35,AL,10000,CLM,S,Current,Difference,Male Combined,2066877.17212078,661351.864200105,-130439.555419213,1592022.15213332,2038191.89244924,2505378.0567788,4482230.88082775
2023-08-29,14:35,AL,10000,CLM,S,Current,Population,Neonatal Female,2474212.91147503,318358.314837915,1507771.27743606,2249796.41307567,2458118.92257519,2682281.60608737,3651235.49326773
2023-08-29,14:35,AL,10000,CLM,S,Current,Population,Neonatal Male,2474212.91147503,318358.314837915,1507771.27743606,2249796.41307567,2458118.92257519,2682281.60608737,3651235.49326773
2023-08-29,14:35,AL,10000,CLM,S,Current,Population,Juvenile Female,2161547.99267413,222855.55245967,1399847.10203524,2002838.5386526,2152132.07199351,2311332.36138152,3020741.624097
2023-08-29,14:35,AL,10000,CLM,S,Current,Population,Juvenile Male,1833795.24673868,199111.900185626,1173350.50660366,1691246.85767583,1825639.53891395,1968714.32798796,2600444.58166136
2023-08-29,14:35,AL,10000,CLM,S,Current,Population,Adult Female,16568306.9169319,350315.644983453,15309655.0318929,16332482.8650239,16591180.1121098,16820649.5271612,17569618.3791917
2023-08-29,14:35,AL,10000,CLM,S,Current,Population,Adult Male,4025792.01390707,164002.116625674,3393815.68563859,3911264.02284728,4024517.71570335,4134275.27725133,4610516.54511902
2023-08-29,14:35,AL,10000,CLM,S,Current,Population,Overall,29537867.9932018,1423885.3903414,24578413.4549276,28528377.109583,29493463.6025468,30489301.0155454,34855073.1227814
2023-08-29,14:35,AL,10000,CLM,S,Current,Population,Neonatal Combined,4948425.82295006,636716.629675829,3015542.55487212,4499592.82615134,4916237.84515037,5364563.21217475,7302470.98653547
2023-08-29,14:35,AL,10000,CLM,S,Current,Population,Juvenile Combined,3995343.23941281,421725.568342868,2573197.6086389,3692617.82576113,3979348.30997503,4279491.43700459,5621186.20575835
2023-08-29,14:35,AL,10000,CLM,S,Current,Population,Adult Combined,20594098.930839,458387.093102907,18849592.6659045,20283910.0220134,20601886.8768365,20913493.0613552,22153734.1972482
2023-08-29,14:35,AL,10000,CLM,S,Current,Population,Female Combined,21204067.8210811,789136.801904628,18441057.3195178,20653163.9078709,21190391.3347897,21733125.8068912,24105919.2419536
2023-08-29,14:35,AL,10000,CLM,S,Current,Population,Male Combined,8333800.17212078,661351.864200105,6136483.44458079,7858945.15213331,8305114.89244924,8772301.05677879,10749153.8808278
2023-08-29,14:35,AL,10000,CLM,S,Current,Num Offtake,Neonatal Female,0,0,0,0,0,0,0
2023-08-29,14:35,AL,10000,CLM,S,Current,Num Offtake,Neonatal Male,0,0,0,0,0,0,0
2023-08-29,14:35,AL,10000,CLM,S,Current,Num Offtake,Juvenile Female,-142536.712665759,6841.42000940742,-167934.111612746,-147198.90242183,-142418.352388466,-137715.569413222,-117023.548338221
2023-08-29,14:35,AL,10000,CLM,S,Current,Num Offtake,Juvenile Male,445510.239249837,24731.7820880338,356711.778276171,427959.745061435,444819.797722113,462264.186388501,538554.097310156
2023-08-29,14:35,AL,10000,CLM,S,Current,Num Offtake,Adult Female,-1079714.44902216,10002.2636679602,-1105172.11636997,-1087357.05256925,-1080619.46514469,-1072980.52038479,-1046344.23412154
2023-08-29,14:35,AL,10000,CLM,S,Current,Num Offtake,Adult Male,1853666.23674029,27798.1075746167,1744039.29890752,1835148.44521917,1854467.96801141,1872872.16160159,1947898.26139135
2023-08-29,14:35,AL,10000,CLM,S,Current,Num Offtake,Overall,1076925.3143022,40506.3110993219,929880.901044622,1049220.68445435,1076722.57635281,1103856.22327482,1220255.80930641
2023-08-29,14:35,AL,10000,CLM,S,Current,Num Offtake,Neonatal Combined,0,0,0,0,0,0,0
2023-08-29,14:35,AL,10000,CLM,S,Current,Num Offtake,Juvenile Combined,302973.526584078,17962.2756894648,239688.229937949,290151.190211343,302378.300614046,315069.686652409,370619.98569741
2023-08-29,14:35,AL,10000,CLM,S,Current,Num Offtake,Adult Combined,773951.787718123,26533.0671028079,671556.137439042,755922.81054663,774539.537707445,792106.558876954,865882.988292334
2023-08-29,14:35,AL,10000,CLM,S,Current,Num Offtake,Female Combined,-1222251.16168792,14075.3749233592,-1266817.48136127,-1232103.41620635,-1222658.25068782,-1212634.95860507,-1168134.48482357
2023-08-29,14:35,AL,10000,CLM,S,Current,Num Offtake,Male Combined,2299176.47599012,49156.2604554648,2103202.74090135,2265317.7977302,2298823.26518781,2331604.29594775,2472102.95743924
2023-08-29,14:35,AL,10000,CLM,S,Current,Cml Pop Growth,Neonatal Female,403390.911475032,318358.314837915,-563050.722563938,178974.41307567,387296.922575186,611459.606087374,1580413.49326773
2023-08-29,14:35,AL,10000,CLM,S,Current,Cml Pop Growth,Neonatal Male,403390.911475032,318358.314837915,-563050.722563938,178974.41307567,387296.922575186,611459.606087374,1580413.49326773
2023-08-29,14:35,AL,10000,CLM,S,Current,Cml Pop Growth,Juvenile Female,245576.992674128,222855.55245967,-516123.897964764,86867.5386526041,236161.071993507,395361.361381519,1104770.624097
2023-08-29,14:35,AL,10000,CLM,S,Current,Cml Pop Growth,Juvenile Male,686409.246738677,199111.900185626,25964.506603663,543860.857675825,678253.538913952,821328.327987963,1453058.58166136
2023-08-29,14:35,AL,10000,CLM,S,Current,Cml Pop Growth,Adult Female,2518677.91693191,350315.644983453,1260026.03189291,2282853.86502392,2541551.11210976,2771020.52716123,3519989.37919175
2023-08-29,14:35,AL,10000,CLM,S,Current,Cml Pop Growth,Adult Male,977077.013907071,164002.116625674,345100.68563859,862549.022847282,975802.71570335,1085560.27725133,1561801.54511902
2023-08-29,14:35,AL,10000,CLM,S,Current,Cml Pop Growth,Overall,5234522.99320185,1423885.3903414,275068.45492755,4225032.10958301,5190118.60254681,6185956.01554537,10551728.1227814
2023-08-29,14:35,AL,10000,CLM,S,Current,Cml Pop Growth,Neonatal Combined,806781.822950064,636716.629675829,-1126101.44512788,357948.82615134,774593.845150372,1222919.21217475,3160826.98653547
2023-08-29,14:35,AL,10000,CLM,S,Current,Cml Pop Growth,Juvenile Combined,931986.239412806,421725.568342868,-490159.391361101,629260.825761128,915991.309975026,1216134.43700459,2557829.20575835
2023-08-29,14:35,AL,10000,CLM,S,Current,Cml Pop Growth,Adult Combined,3495754.93083898,458387.093102908,1751248.6659045,3185566.02201338,3503542.87683648,3815149.06135518,5055390.19724824
2023-08-29,14:35,AL,10000,CLM,S,Current,Cml Pop Growth,Female Combined,3167645.82108107,789136.801904628,404635.319517767,2616741.90787092,3153969.33478974,3696703.80689122,6069497.2419536
2023-08-29,14:35,AL,10000,CLM,S,Current,Cml Pop Growth,Male Combined,2066877.17212078,661351.864200105,-130439.555419213,1592022.15213332,2038191.89244924,2505378.0567788,4482230.88082775
2023-08-29,14:35,AL,10000,CLM,S,Current,Total Number Increase,Neonatal Female,403390.911475032,318358.314837915,-563050.722563938,178974.41307567,387296.922575186,611459.606087374,1580413.49326773
2023-08-29,14:35,AL,10000,CLM,S,Current,Total Number Increase,Neonatal Male,403390.911475032,318358.314837915,-563050.722563938,178974.41307567,387296.922575186,611459.606087374,1580413.49326773
2023-08-29,14:35,AL,10000,CLM,S,Current,Total Number Increase,Juvenile Female,103040.28000837,216100.694019325,-633147.446302985,-51210.7295007591,93813.6182791582,248033.293267001,936836.51248425
2023-08-29,14:35,AL,10000,CLM,S,Current,Total Number Increase,Juvenile Male,1131919.48598851,223727.639792624,382676.284879834,972327.936721504,1123285.66665374,1283244.49931592,1991612.67897151
